TIME,POINT1,POINT2,POINT3
33.220000,587.035420,587.035420,587.035420
33.240000,586.919837,586.919837,586.919837
33.260000,586.804415,586.804415,586.804415
33.280000,586.689155,586.689155,586.689155
33.300000,586.574054,586.574054,586.574054
33.320000,586.459113,586.459113,586.459113
33.340000,586.344332,586.344332,586.344332
33.360000,586.229710,586.229710,586.229710
33.380000,586.115247,586.115247,586.115247
33.400000,586.000943,586.000943,586.000943
33.420000,585.886796,585.886796,585.886796
33.440000,585.772807,585.772807,585.772807
33.460000,585.658975,585.658975,585.658975
33.480000,585.545299,585.545299,585.545299
33.500000,585.431781,585.431781,585.431781
33.520000,585.318418,585.318418,585.318418
33.540000,585.205210,585.205210,585.205210
33.560000,585.092159,585.092159,585.092159
33.580000,584.979261,584.979261,584.979261
33.600000,584.866519,584.866519,584.866519
33.620000,584.753930,584.753930,584.753930
33.640000,584.641495,584.641495,584.641495
33.660000,584.529214,584.529214,584.529214
33.680000,584.417085,584.417085,584.417085
33.700000,584.305109,584.305109,584.305109
33.720000,584.193285,584.193285,584.193285
33.740000,584.081613,584.081613,584.081613
33.760000,583.970093,583.970093,583.970093
33.780000,583.858723,583.858723,583.858723
33.800000,583.747504,583.747504,583.747504
33.820000,583.636435,583.636435,583.636435
33.840000,583.525517,583.525517,583.525517
33.860000,583.414747,583.414747,583.414747
33.880000,583.304127,583.304127,583.304127
33.900000,583.193656,583.193656,583.193656
33.920000,583.083333,583.083333,583.083333
33.940000,582.973159,582.973159,582.973159
33.960000,582.863132,582.863132,582.863132
33.980000,582.753252,582.753252,582.753252
34.000000,582.643520,582.643520,582.643520
34.020000,582.533933,582.533933,582.533933
34.040000,582.424494,582.424494,582.424494
34.060000,582.315200,582.315200,582.315200
34.080000,582.206051,582.206051,582.206051
34.100000,582.097048,582.097048,582.097048
34.120000,581.988190,581.988190,581.988190
34.140000,581.879475,581.879475,581.879475
34.160000,581.770905,581.770905,581.770905
34.180000,581.662479,581.662479,581.662479
34.200000,581.554196,581.554196,581.554196
34.220000,581.446056,581.446056,581.446056
34.240000,581.338059,581.338059,581.338059
34.260000,581.230204,581.230204,581.230204
34.280000,581.122491,581.122491,581.122491
34.300000,581.014920,581.014920,581.014920
34.320000,580.907490,580.907490,580.907490
34.340000,580.800200,580.800200,580.800200
34.360000,580.693051,580.693051,580.693051
34.380000,580.586043,580.586043,580.586043
34.400000,580.479174,580.479174,580.479174
34.420000,580.372445,580.372445,580.372445
34.440000,580.265855,580.265855,580.265855
34.460000,580.159403,580.159403,580.159403
34.480000,580.053090,580.053090,580.053090
34.500000,579.946916,579.946916,579.946916
34.520000,579.840878,579.840878,579.840878
34.540000,579.734979,579.734979,579.734979
34.560000,579.629216,579.629216,579.629216
34.580000,579.523590,579.523590,579.523590
34.600000,579.418101,579.418101,579.418101
34.620000,579.312748,579.312748,579.312748
34.640000,579.207530,579.207530,579.207530
34.660000,579.102448,579.102448,579.102448
34.680000,578.997500,578.997500,578.997500
34.700000,578.892688,578.892688,578.892688
34.720000,578.788010,578.788010,578.788010
34.740000,578.683466,578.683466,578.683466
34.760000,578.579055,578.579055,578.579055
34.780000,578.474778,578.474778,578.474778
34.800000,578.370634,578.370634,578.370634
34.820000,578.266623,578.266623,578.266623
