TIME,POINT1,POINT2,POINT3
13.840000,518.766626,518.519826,0.050000
13.860000,518.925747,518.678788,0.050000
13.880000,519.084556,518.837437,0.050000
13.900000,519.243051,518.995773,0.050000
13.920000,519.401235,519.153797,0.050000
13.940000,519.559106,519.311510,0.050000
13.960000,519.716665,519.468910,0.050000
13.980000,519.873912,519.626000,0.050000
14.000000,520.030849,519.782778,0.050000
14.020000,520.187474,519.939245,0.050000
14.040000,520.343788,520.095402,0.050000
14.060000,520.499792,520.251249,0.050000
14.080000,520.655486,520.406785,0.050000
14.100000,520.810870,520.562012,0.050000
14.120000,520.965944,520.716930,0.050000
14.140000,521.120709,520.871538,0.050000
14.160000,521.275165,521.025837,0.050000
14.180000,521.429312,521.179829,0.050000
14.200000,521.583151,521.333511,0.050000
14.220000,521.736681,521.486886,0.050000
14.240000,521.889904,521.639953,0.050000
14.260000,522.042819,521.792713,0.050000
14.280000,522.195427,521.945166,0.050000
14.300000,522.347728,522.097312,0.050000
14.320000,522.499722,522.249151,0.050000
14.340000,522.651410,522.400685,0.050000
14.360000,522.802792,522.551913,0.050000
14.380000,522.953868,522.702835,0.050000
14.400000,523.104639,522.853451,0.050000
14.420000,523.255104,523.003763,0.050000
14.440000,523.405265,523.153771,0.050000
14.460000,523.555121,523.303474,0.050000
14.480000,523.704673,523.452873,0.050000
14.500000,523.853921,523.601968,0.050000
14.520000,524.002865,523.750760,0.050000
14.540000,524.151506,523.899249,0.050000
14.560000,524.299845,524.047435,0.050000
14.580000,524.447880,524.195319,0.050000
14.600000,524.595614,524.342900,0.050000
14.620000,524.743045,524.490180,0.050000
14.640000,524.890174,524.637159,0.050000
14.660000,525.037003,524.783836,0.050000
14.680000,525.183530,524.930213,0.050000
14.700000,525.329756,525.076289,0.050000
14.720000,525.475683,525.222064,0.050000
14.740000,525.621309,525.367540,0.050000
14.760000,525.766635,525.512717,0.050000
14.780000,525.911662,525.657594,0.050000
14.800000,526.056390,525.802172,0.050000
14.820000,526.200819,525.946452,0.050000
14.840000,526.344949,526.090434,0.050000
14.860000,526.488782,526.234118,0.050000
14.880000,526.632317,526.377504,0.050000
14.900000,526.775554,526.520593,0.050000
14.920000,526.918494,526.663385,0.050000
14.940000,527.061138,526.805881,0.050000
14.960000,527.203485,526.948080,0.050000
14.980000,527.345536,527.089983,0.050000
15.000000,527.487291,527.231591,0.050000
15.020000,527.628751,527.372904,0.050000
15.040000,527.769915,527.513922,0.050000
15.060000,527.910785,527.654645,0.050000
15.080000,528.051361,527.795074,0.050000
15.100000,528.191642,527.935210,0.050000
15.120000,528.331630,528.075052,0.050000
15.140000,528.471324,528.214600,0.050000
15.160000,528.610725,528.353856,0.050000
15.180000,528.749834,528.492819,0.050000
15.200000,528.888650,528.631490,0.050000
15.220000,529.027174,528.769870,0.050000
15.240000,529.165407,528.907958,0.050000
15.260000,529.303348,529.045754,0.050000
15.280000,529.440998,529.183260,0.050000
15.300000,529.578358,529.320476,0.050000
15.320000,529.715427,529.457402,0.050000
15.340000,529.852206,529.594037,0.050000
15.360000,529.988696,529.730384,0.050000
15.380000,530.124896,529.866441,0.050000
15.400000,530.260808,530.002210,0.050000
15.420000,530.396431,530.137690,0.050000
15.440000,530.531766,530.272883,0.050000
15.460000,530.666812,530.407788,0.050000
15.480000,530.801572,530.542405,0.050000
15.500000,530.936044,530.676736,0.050000
15.520000,531.070230,530.810780,0.050000
15.540000,531.204129,530.944537,0.050000
15.560000,531.337741,531.078009,0.050000
15.580000,531.471069,531.211196,0.050000
15.600000,531.604110,531.344097,0.050000
15.620000,531.736867,531.476713,0.050000
15.640000,531.869339,531.609045,0.050000
15.660000,532.001527,531.741093,0.050000
15.680000,532.133431,531.872857,0.050000
15.700000,532.265051,532.004338,0.050000
15.720000,532.396388,532.135535,0.050000
15.740000,532.527442,532.266450,0.050000
15.760000,532.658213,532.397083,0.050000
15.780000,532.788702,532.527434,0.050000
15.800000,532.918910,532.657503,0.050000
15.820000,533.048836,532.787291,0.050000
15.840000,533.178481,532.916798,0.050000
15.860000,533.307845,533.046024,0.050000
15.880000,533.436928,533.174970,0.050000
15.900000,533.565732,533.303637,0.050000
15.920000,533.694256,533.432024,0.050000
15.940000,533.822501,533.560132,0.050000
15.960000,533.950466,533.687961,0.050000
15.980000,534.078154,533.815512,0.050000
16.000000,534.205562,533.942784,0.050000
16.020000,534.332693,534.069779,0.050000
16.040000,534.459547,534.196497,0.050000
16.060000,534.586123,534.322938,0.050000
16.080000,534.712423,534.449103,0.050000
16.100000,534.838446,534.574991,0.050000
16.120000,534.964193,534.700603,0.050000
16.140000,535.089664,534.825940,0.050000
16.160000,535.214860,534.951001,0.050000
16.180000,535.339781,535.075788,0.050000
16.200000,535.464428,535.200301,0.050000
16.220000,535.588800,535.324539,0.050000
16.240000,535.712898,535.448504,0.050000
16.260000,535.836723,535.572196,0.050000
16.280000,535.960274,535.695614,0.050000
16.300000,536.083553,535.818760,0.050000
16.320000,536.206559,535.941634,0.050000
16.340000,536.329293,536.064236,0.050000
16.360000,536.451756,536.186567,0.050000
16.380000,536.573947,536.308626,0.050000
16.400000,536.695867,536.430415,0.050000
16.420000,536.817517,536.551933,0.050000
16.440000,536.938896,536.673181,0.050000
16.460000,537.060006,536.794160,0.050000
16.480000,537.180846,536.914869,0.050000
16.500000,537.301417,537.035309,0.050000
16.520000,537.421719,537.155481,0.050000
16.540000,537.541752,537.275385,0.050000
16.560000,537.661518,537.395020,0.050000
16.580000,537.781016,537.514389,0.050000
16.600000,537.900246,537.633490,0.050000
16.620000,538.019210,537.752324,0.050000
16.640000,538.137907,537.870893,0.050000
16.660000,538.256338,537.989195,0.050000
